Label,Alpha,Beta,Gamma,Delta,Theta,Date
2,8.155325,4.101546,2.5494387,4.085709,11.451735,49:41.8
2,8.261653,3.735424,1.9241384,1.4986122,9.195321,49:42.8
2,8.697926,4.048601,1.4061508,1.5217278,10.05224,49:43.7
2,7.707778,3.2738261,0.8306869,1.0427494,9.640412,49:44.8
2,5.498657,3.393113,-0.31773657,1.3100203,9.988045,49:45.8
2,4.1251173,3.6153872,0.047074065,0.58935255,10.435944,49:46.9
2,3.8287911,3.2422242,0.14814214,0.77660847,9.173522,49:47.8
2,4.020314,3.2820935,1.0696245,-0.183524,10.644893,49:48.7
2,4.8923297,3.910815,1.4486929,-0.383076,11.616033,49:49.8
2,6.03148,3.6643596,1.5187867,2.9509358,12.421659,49:50.7
2,7.4282427,4.447093,1.920129,5.2359304,13.315299,49:51.7
2,7.86045,4.8711314,2.162066,5.451917,12.500231,49:52.7
2,7.8040924,4.939968,1.4634465,6.152864,11.945809,49:53.7
2,7.480437,4.481884,0.87038285,5.61698,12.156394,49:54.7
2,7.9414725,4.4713163,1.1339923,4.6584635,11.095874,49:55.7
2,8.240323,4.640425,0.78169364,6.777856,10.65028,49:56.7
2,8.296163,4.419239,0.10102009,6.4197707,10.014716,49:57.7
2,8.489484,4.093091,0.4124463,7.031142,10.742924,49:58.7
2,8.840504,4.7994123,1.0587872,7.258485,11.205612,49:59.7
2,8.336226,4.388085,0.9422436,6.232779,10.298675,50:00.7
0,5.959442,2.9809744,0.1392142,1.387084,9.988443,50:28.7
0,7.4066133,3.957632,0.40015215,0.99113244,10.239786,50:29.6
0,10.406031,4.498868,1.2014478,1.1996465,9.20942,50:30.6
0,11.596236,4.527089,1.606812,2.075152,9.896713,50:31.6
0,12.572586,4.568955,1.2177622,3.6521766,10.968511,50:32.5
0,13.079308,5.238497,2.3498738,6.423374,12.7101145,50:33.7
0,12.780571,5.172124,1.9470323,6.425046,12.673437,50:34.6
0,11.302662,5.2323112,2.01514,5.460916,12.466513,50:35.5
0,10.732104,5.2691903,2.1402504,4.090992,11.310739,50:36.6
0,5.845048,2.033875,-2.112347,1.613192,9.944694,50:57.5
0,4.6258125,1.1485406,-2.1936812,0.281047,7.8385463,50:58.5
0,6.8578596,2.0046308,-1.0810848,0.08849893,8.080941,50:59.4
0,8.354364,1.9699122,0.2000032,1.3289653,9.535129,51:00.4
0,9.237383,1.87473,0.8968559,2.2061198,9.772961,51:01.5
0,9.75985,2.4270663,0.9183781,1.9530401,10.434965,51:02.4
0,9.095869,1.9411072,1.1735343,1.3431458,10.165613,51:03.4
0,8.988029,2.7659173,1.3749701,1.5799513,9.639741,51:04.5
0,9.603758,3.759453,1.5191685,1.5340427,9.9721155,51:05.5
0,3.0345988,0.885034,-1.5453252,-4.513857,8.032128,51:32.3
0,4.9833636,1.6155156,-1.8729398,-3.1988997,7.8230114,51:33.2
0,9.721995,2.245206,0.03530035,-2.0080323,7.5700684,51:34.3
0,4.1124387,0.83993727,-1.604563,1.8511479,7.6293187,53:18.8
0,6.394742,0.6705954,-1.3565508,2.247614,7.817766,53:19.8
0,10.392637,0.87713516,-0.78306943,1.273369,7.830647,53:20.9
0,11.815939,1.9851896,0.16567706,-1.8177803,6.23208,53:21.9
0,12.262815,2.7065642,1.282935,-1.0620502,6.531927,53:22.8
0,12.283327,3.0795333,1.3049835,-0.8383322,6.228352,53:23.8
0,10.042937,2.5093043,1.2399381,-0.86260986,5.859981,53:24.8
0,9.373148,1.9249829,1.0019722,-0.5443436,4.7488184,53:25.9
0,4.8882837,2.2333806,-1.2650148,0.17327581,8.000595,54:04.6
0,5.560485,1.8851794,-1.4030038,-0.70769536,7.120066,54:05.6
0,6.476897,2.5255616,-1.0363787,-3.2294292,7.9836044,54:06.6
0,7.584348,2.4877663,-0.2133219,-2.657411,7.8136625,54:07.7
0,9.222162,2.727706,0.99967515,1.7104073,8.546622,54:08.6
0,10.704379,3.6125996,1.2644943,2.8380995,10.905785,54:09.6
0,11.223131,3.5422292,1.5126057,3.3138416,11.830826,54:10.6
0,11.111597,4.1983075,1.4538308,3.3977113,11.585192,54:11.6
0,12.263247,4.159379,2.3273413,2.734918,11.19245,54:12.6
0,8.904269,5.816379,1.2754539,2.054268,11.559197,55:17.3
0,10.576452,6.1627693,2.625593,2.4053805,12.373014,55:18.3
0,9.483863,5.8986087,3.2637362,4.139942,12.095019,55:19.3
0,10.606963,6.0675282,2.8002117,5.473151,12.591567,55:20.3
0,12.023908,5.7640424,2.9880583,7.0554886,13.168202,55:21.2
0,12.085161,6.3778,3.5146964,7.3739257,13.38087,55:22.3
0,11.871497,5.9767604,2.014496,6.5803504,14.191529,55:23.3
0,11.954296,5.8221927,2.0462081,6.557696,14.14515,55:24.3
0,10.90188,5.1236773,0.8847723,4.3850183,13.575401,55:25.3
0,8.865122,3.9225082,0.5350117,1.2386652,9.168562,55:57.1
0,6.875525,3.7932312,0.7971049,1.6398939,8.662463,55:58.1
0,7.7384233,3.2255032,0.58845097,2.2848608,9.791079,55:59.1
0,10.122935,2.983778,0.46552002,2.0012734,10.562622,56:00.2
0,10.2563,3.482588,0.87415594,0.76295483,10.303496,56:01.2
0,11.187375,3.5956972,1.7633215,1.8028065,9.51147,56:02.1
0,11.786865,3.135357,2.3085032,1.4405304,8.629302,56:03.2
0,11.117889,3.092623,2.0118532,1.3838191,8.483959,56:04.1
0,11.23548,3.4595191,2.6877563,1.4878047,7.879392,56:05.1
0,7.7838087,3.4368114,0.62621534,2.6659322,10.26659,56:49.9
0,5.260618,4.438009,0.8196997,0.29258627,7.8730307,56:50.8
0,7.81375,3.0662353,0.98472625,1.0438672,10.075677,56:51.8
0,9.978626,4.0048013,1.403653,1.8768765,9.568042,56:52.8
0,10.45574,4.266657,1.8344921,1.7629588,10.055288,56:53.9
0,12.229203,4.5914145,1.7352158,2.010634,10.157134,56:54.9
0,12.281332,3.9638734,2.1486096,0.89830625,8.795661,56:55.9
0,11.712412,3.743291,1.7471181,0.720801,7.357689,56:56.9
0,12.174603,3.7687688,1.9755046,0.41890126,7.9550176,56:57.9
0,9.76848,5.254762,0.8522052,4.653765,10.173966,57:36.8
0,10.339582,5.66992,0.4681672,4.7142744,10.166814,57:37.8
0,10.589186,6.1465054,0.9798325,2.3397536,9.186263,57:38.7
0,10.914563,5.5814157,0.9845412,0.1585917,10.661566,57:39.6
0,11.71286,5.02602,1.3033409,-0.24697964,10.430857,57:40.7
0,11.155604,4.6708083,1.5984923,0.35334575,10.35245,57:41.6
0,10.975841,4.0813513,1.0246636,-0.04147167,11.352659,57:42.7
0,11.139436,4.07586,1.3543502,0.091168,12.23511,57:43.7
0,11.648154,4.7148533,1.6197006,0.106415294,11.297704,57:44.7
1,4.0386853,3.9396305,1.5125144,0.6319419,5.9489083,00:52.4
1,4.2688875,1.3912917,-1.3607526,-1.1107013,5.665012,08:14.2
1,2.436315,1.2777414,-2.2106833,-6.5043054,5.1722956,08:15.1
1,0.95283145,0.7926812,-3.3321414,-5.7395163,4.6585135,08:16.1
1,3.2177863,0.39067727,-1.8822814,0.24925514,10.600895,08:44.0
1,2.807673,-0.45079163,-2.9723938,-2.3837886,8.8175125,08:45.1
1,2.604444,-0.5487534,-4.129269,-2.5524588,8.136823,08:46.0
1,4.0487475,1.2286079,-2.7894034,-0.9186286,7.1173377,08:55.1
1,3.2109485,0.57026696,-3.048009,-0.53811973,7.09066,08:56.1
1,2.5860598,0.34600076,-3.2706022,-0.07958462,6.7286167,08:56.9
1,2.3528616,1.1292671,-0.77956176,0.104887746,9.296256,09:03.9
1,2.3528616,1.1292671,-0.77956176,0.104887746,9.296256,09:05.0
1,-0.5768773,-1.5606538,-3.351441,0.4312338,5.855434,09:05.9
1,1.9980929,1.5421945,-0.95984554,2.0556717,5.213465,12:32.8
1,2.0611942,0.56631804,-2.189506,-4.443075,3.4138877,12:33.7
1,2.5066404,0.6694764,-2.0342414,-3.9136548,5.5028653,12:34.8
1,5.025777,2.929901,0.056668006,-1.2210146,8.137969,13:21.5
1,3.6318939,1.5023289,-0.68606555,-1.2792826,7.260766,13:22.5
1,3.8192744,1.0129976,-1.5388737,-1.6743882,5.736719,13:23.5
1,4.181979,1.9267944,-0.02757614,-1.0207489,4.8694816,13:30.5
1,3.604606,1.4126194,-0.5233646,-3.2195945,5.964554,13:31.5
1,4.0029874,0.67198706,-1.1637424,-1.9057537,6.485262,13:32.4
1,4.3939314,1.9667681,-1.444367,-1.1043837,6.579771,13:39.5
1,3.0036693,1.0070264,-2.5533247,-1.2504413,6.3600693,13:40.4
1,2.7739785,1.459622,-1.5737029,-3.642781,7.724155,13:47.4
1,1.9648794,0.66428494,-1.5520477,-3.688642,7.8471146,13:48.5
1,2.2226644,0.002979107,-1.8992378,-3.967538,7.602149,13:49.5
1,4.0300136,3.1620722,1.647643,-1.1865845,6.9139857,14:22.2
1,2.983192,1.3059683,-1.6215106,-1.0009366,6.687024,14:23.2
1,2.113617,1.0493311,-1.6067911,-1.8152786,5.3756776,14:24.2
1,1.945296,-0.6215009,-1.5214097,-2.7869704,3.3745499,17:30.5
1,1.4504594,-0.49616903,-2.6262705,-3.0291317,4.071097,17:31.6
1,2.197443,-0.48987135,-2.476237,-3.2699866,4.2765155,17:32.5
0,3.7809205,0.43496892,-0.3922661,0.36595893,8.618059,18:21.3
0,4.952009,2.1745923,0.71804255,-2.983394,8.258793,18:22.3
0,8.006743,3.2538702,1.2034595,-3.017052,7.3272266,18:23.3
0,10.285358,3.483437,2.1862497,-3.738484,7.2063613,18:24.3
0,12.005281,4.0741177,2.3394392,-5.6788397,6.758516,18:25.3
0,12.81204,4.6214824,1.9418515,-5.211598,6.1634064,18:26.3
0,13.472082,3.7918599,2.0732112,-3.8090813,6.690867,18:27.3
0,13.108782,4.197325,2.205009,-5.66294,5.685153,18:28.2
0,13.155246,4.285671,2.5341907,-4.8492017,6.8914886,18:29.3
0,13.456248,4.341688,2.667769,-3.2965317,9.808232,18:30.3
1,1.9024235,2.5815074,0.5752025,-2.5376267,5.664817,21:05.0
1,2.443614,2.474815,-0.004460231,-3.3793914,5.427583,21:06.0
1,1.3953184,1.3973793,-1.7914852,-5.739631,4.2183495,21:07.0
0,3.157618,1.2535775,-1.7321699,-3.8463619,4.36669,21:24.8
0,8.089598,2.2751887,-0.6377181,-2.4617534,4.9728084,21:25.8
0,10.8771715,3.1826975,0.026847864,-2.3290896,5.564597,21:26.8
0,12.755566,3.3472195,1.2507211,-2.4867175,5.563973,21:27.9
0,13.277087,4.097922,2.776252,-2.1335855,6.608853,21:28.8
0,14.317761,3.6448505,3.481358,-3.0025783,8.1063175,21:29.8
0,13.57345,3.1985683,3.0239694,-1.945431,7.647706,21:30.8
0,13.2972765,3.8489537,2.497269,-1.0838684,8.6139555,21:31.8
0,12.83965,3.7119143,2.3500745,-1.6689837,9.498317,21:32.8
0,13.718016,4.6456885,2.3705225,-0.27234942,9.037752,21:33.9
0,13.472005,5.403304,2.6721344,0.68513095,8.920863,21:34.8
0,13.472394,5.3891654,2.4511726,1.2400298,8.978095,21:35.9
0,14.23081,5.513775,2.68155,0.757932,9.168889,21:36.9
2,7.280791,6.5097632,5.603681,2.4627972,10.281034,22:44.6
2,6.0026274,6.698051,6.0357594,3.3539486,8.190252,22:45.5
2,6.959594,6.3863316,5.44243,3.2784615,7.992133,22:46.5
2,8.008228,5.2468705,5.4854245,2.9544528,7.9841537,22:47.6
2,7.518949,5.820156,4.5845947,0.49250945,8.723918,22:55.5
2,7.9361444,5.7262306,4.0095086,0.73881054,9.160788,22:56.4
2,7.452099,4.2867393,3.330211,3.5088108,10.104249,22:57.5
2,8.007689,4.64867,3.9446843,5.321954,10.714309,22:58.5
2,8.381007,5.7606306,4.965105,6.0668974,11.556116,22:59.5
2,8.61577,6.022208,5.066047,5.6485844,12.611652,23:00.5
2,7.632533,5.1723986,3.9435189,4.6749125,11.29003,23:01.6
2,7.0753403,5.0321994,3.60222,2.214718,10.31245,23:02.5
2,7.445063,4.4016953,2.2336645,0.5860566,10.8376665,23:03.5
2,6.9199624,4.5926476,2.3219202,-1.2111019,10.0393095,23:04.4
2,7.222696,4.228533,2.3515484,-2.4330375,8.065648,23:05.4
2,6.676217,4.2505774,2.0692766,-2.8476174,7.470899,23:06.4
2,5.4015684,4.101111,1.9164988,-3.7080588,6.889265,23:07.4
2,5.102227,3.9730392,2.2526944,-5.368434,6.22222,23:08.5
2,5.519064,4.761097,2.7072182,-3.2726586,6.1056604,23:09.5
2,5.5443735,5.067338,3.4008582,-2.0466707,7.713522,23:10.5
2,5.451788,5.3459973,4.1122737,0.1531374,9.621442,23:11.4
2,5.8981166,5.87297,4.2121596,1.6583588,10.280549,23:12.4
2,5.7325053,5.435352,3.5852418,2.0634615,10.071357,23:13.5
1,3.0418768,0.39161158,-2.4546084,-3.3927321,7.5444365,24:32.0
1,3.1800828,-0.018087463,-2.2552075,-3.387814,8.184215,24:33.1
1,2.9031665,-0.46013477,-2.2161114,-3.3751197,7.4418592,24:34.1
2,4.5252233,2.9569242,-0.23827818,-0.056004606,5.616862,25:04.9
2,4.449765,3.2977552,-0.18557006,-0.2745431,5.4944873,25:05.9
2,7.7697287,4.1202407,0.077156805,2.4017963,9.019026,25:07.0
2,8.79907,4.332058,0.22743517,6.433777,9.372054,25:07.9
2,9.768122,4.434919,1.3070577,7.3836427,10.658364,25:09.0
2,6.8995504,2.2592463,1.2839551,5.5610037,15.075933,25:12.9
2,7.661082,1.9348017,1.1250554,4.601844,14.485464,25:13.9
2,7.6765265,1.934827,0.68297416,4.5910783,12.85952,25:14.9
2,7.140442,2.2233903,0.86868435,5.508029,12.780148,25:16.0
2,7.0838614,2.7837198,1.2962376,6.4810934,11.468995,25:16.9
2,6.63788,3.3934216,1.2167451,5.856178,10.997297,25:18.0
2,6.356148,3.889653,1.7419167,6.3908267,12.528818,25:18.9
2,6.8790865,4.083019,1.7875689,5.6042223,12.905073,25:19.8
2,7.4696655,3.5049493,1.1475595,3.579208,12.969631,25:20.9
2,7.120324,3.5869,1.0375096,2.0117877,13.897647,25:22.0
2,6.244844,3.3210073,1.0664122,5.96622,13.577516,25:22.9
2,6.4056864,3.3401554,0.59078723,6.521537,13.114566,25:23.8
2,5.5870275,2.891365,0.15605488,6.445192,12.695972,25:24.9
2,5.9202633,3.061373,0.3717932,6.364567,11.189695,25:25.8
2,5.891626,2.6602542,-0.5715379,4.7905664,9.9082575,25:26.9
2,5.899345,2.3655417,-0.1332733,-0.9100149,8.971885,25:27.9
2,5.18468,2.691006,0.28942376,-1.3906791,8.25199,25:28.8
2,4.32502,2.419836,0.36979714,0.14421225,7.964987,25:29.9
2,4.0320477,2.2343388,0.05331451,0.17450973,8.029614,25:30.8
2,3.9468186,1.8085108,0.30341953,0.24490686,8.144638,25:31.8
2,4.405933,2.227618,0.07397018,1.3854673,6.1146793,25:32.8
2,5.0760164,2.25485,0.16980726,0.47752875,8.796971,25:33.8
2,5.6570783,1.8735105,-0.1769164,0.6926476,9.846887,25:34.9
2,5.813876,2.3650842,0.23217459,2.1546865,9.960077,25:35.8
2,4.787074,2.3200948,-0.1532339,3.3238518,8.417482,26:31.5
2,4.3498125,2.729188,-0.5879763,0.3635391,8.3798065,26:32.6
2,3.81194,2.3982787,-0.797742,-2.3687952,7.2110796,26:33.4
2,4.4290304,2.0390131,-0.72707295,-1.2853343,7.631245,26:34.5
2,2.8168643,1.4212763,-0.9450067,-2.0098553,7.1824207,26:35.5
2,3.291903,2.0090861,-0.6150135,-1.5095098,7.5194693,26:36.5
2,3.9323967,1.4397099,-0.97325283,0.066152,8.747283,26:37.6
2,3.0542045,0.9532647,-1.8208934,-1.5532819,8.711864,26:38.5
2,2.4093926,0.5150048,-2.1995263,-1.4958591,7.1416388,26:39.6
2,0.9749738,-0.7946355,-2.2811294,-1.2531666,5.462364,26:40.5
2,0.932376,-1.3572474,-2.3102143,-1.7147951,4.4185047,26:41.5
2,2.2399187,-0.20623232,-2.2650983,-1.6432794,5.9691267,26:42.6
2,3.241296,0.8308698,-2.8441749,-1.5401914,6.2092085,26:43.5
2,4.764381,1.0265063,-2.303058,-2.0162442,6.4005737,26:44.5
2,5.996513,1.4692239,-1.9860384,-0.09374212,7.8675284,26:45.6
2,6.85216,1.7448426,-1.8633597,-1.8411219,8.172193,26:46.5
2,7.007891,1.6318704,-1.8929963,-2.4089744,7.3683147,26:47.4
2,6.7899666,1.2926588,-1.3128761,-0.3509767,7.5555,26:48.5
2,4.7933836,0.9657338,-2.0224886,-0.2354258,7.5450306,26:49.5
2,3.937812,1.3054236,-0.4442417,2.3614802,7.168693,26:50.5
2,3.4056125,1.1140139,-0.194338,3.274566,8.407141,26:51.5
2,3.5933309,1.9699905,-0.6304936,4.1115427,9.442809,26:52.5
2,5.077472,2.951671,-0.085517816,4.53265,10.103572,26:53.5
2,5.822236,3.6206226,-1.4056523,4.036504,10.344053,26:54.4
2,4.5902905,3.1508136,-1.9041607,2.2421174,9.669828,26:55.5
2,5.0830445,3.6356208,-1.2562433,1.5645387,10.181949,26:56.3
2,6.2724724,3.210988,-1.2687289,0.89108074,10.389689,26:57.3
2,5.6794806,2.4280396,-0.84869057,0.040646456,9.017826,26:58.3
2,5.810784,2.3861384,-0.81043345,0.5259465,9.838412,26:59.4
2,6.0530467,2.3420897,0.35613626,0.9685184,10.100806,27:00.3
2,4.9403124,2.3382754,-0.05367864,0.9759921,9.665263,27:01.3
1,2.3867807,1.1714462,-0.178756,0.265333,8.705957,27:47.3
1,1.1294361,0.080713,-1.4829749,-0.86518717,7.348136,27:48.2
1,1.188462,0.15687549,-2.0316322,-1.5103573,6.703908,27:49.2
1,3.3551311,-0.53458,-3.3357267,-3.782042,3.7719395,30:56.2
1,2.9152226,-0.39679742,-3.3685489,-2.549744,4.837305,30:57.3
1,2.2733436,-0.9823203,-4.253175,-4.4295893,5.0511594,30:58.2
1,2.5215294,-1.1217482,-4.378361,-3.6665738,5.4393888,30:59.2
1,1.448794,0.09536697,-2.900905,-1.7579594,5.046073,32:13.0
1,1.7023964,0.11367522,-3.2290528,-1.3388995,3.7950974,32:14.0
1,1.3381989,0.12514094,-3.3579588,-3.0237339,2.1607037,32:15.0
1,2.4226122,0.05414368,-3.5190861,-3.0069928,2.2277048,32:16.1
0,7.7330575,3.481169,-2.1093693,2.4565434,8.811307,33:16.8
0,8.187165,3.2648902,-1.3431256,1.155318,9.497028,33:17.7
0,10.249244,3.33344,-1.2172948,1.337393,10.878153,33:18.7
0,11.21644,3.911351,-0.45626837,-2.7840598,11.121281,33:19.7
0,12.172861,3.890717,0.08380294,-3.7903037,11.001663,33:20.7
0,13.172076,4.0462584,0.8116234,-3.278503,11.528778,33:21.7
0,12.2604885,3.2328222,0.9957478,-2.583783,9.711746,33:22.7
0,11.955895,3.363159,0.6142752,-1.7280006,8.596682,33:23.7
0,11.071608,3.2569442,0.67265457,-2.1671212,7.1951756,33:24.6
0,11.313758,3.7120283,0.36458156,-2.0396605,7.2623963,33:25.7
0,12.494232,4.3682876,1.14169,-4.0695534,7.493699,33:26.6
0,12.287209,4.986419,0.8543562,-3.900755,8.132167,33:27.7
0,12.680163,5.2121496,0.6475028,-2.1254497,8.30206,33:28.7
2,6.2555914,3.9166183,2.0204518,1.1638882,9.518255,34:29.4
2,5.7784734,3.9972906,3.1646132,1.0647495,9.566312,34:30.5
2,4.7119856,3.6903682,3.119453,-0.20291641,8.703329,34:31.4
2,7.3262672,4.2326665,3.0804636,1.1175889,8.855379,34:32.3
2,7.1672454,4.210616,2.4234588,0.39830816,8.433904,34:33.3
2,6.7340927,4.061576,1.9694575,2.75125,7.7221937,34:34.4
2,7.5134544,4.364865,1.3397042,2.3822522,7.5980515,34:35.4
2,6.427316,3.8119955,0.28923047,3.2407315,7.896365,34:36.3
2,6.5072145,3.6000779,0.4788545,3.537772,8.569995,34:37.4
2,6.5301924,3.6086295,0.35971627,2.0577507,8.738189,34:38.4
2,6.6386704,2.8097167,0.4362497,1.9521834,9.166985,34:39.3
2,5.8330755,2.6483407,0.35585615,2.4393282,9.161653,34:40.4
2,6.3196898,3.017017,0.26753074,2.6388905,9.352973,34:41.5
2,7.111969,2.7385986,0.06784213,2.2775936,8.93067,34:42.4
2,6.021686,3.0257668,-0.2776694,1.683246,7.6949906,34:43.4
2,5.9587617,3.0796797,-0.5551476,2.7266917,8.244366,34:44.3
2,7.151249,3.5286489,-0.12375229,1.3799282,9.325146,34:45.3
2,7.671782,3.1194162,1.2350373,1.6985201,9.024227,34:46.3
2,6.4193993,2.9942837,1.4893234,1.5960922,8.56806,34:47.3
2,6.227969,2.795379,1.9409404,0.9270426,8.743723,34:48.3
2,6.2313867,3.384168,2.0477657,-0.05629728,8.449693,34:49.2
2,5.560066,2.8765368,1.0592085,-1.5342987,8.887378,34:50.3
2,4.7833805,3.001015,-0.034964792,-0.49232864,8.065922,34:51.2
2,4.4468503,2.8643963,-0.3450492,-0.7490586,8.755447,34:52.2
2,5.1257753,2.2750654,-0.7144326,0.6446134,10.654242,34:53.3
2,5.581037,2.5205402,-0.17825177,1.1492755,10.220261,34:54.3
2,4.6234784,2.2624404,-0.092796534,1.05356,8.871195,34:55.2
2,4.1573324,1.9230692,-0.35411078,2.3509674,9.929802,34:56.2
2,3.236615,2.0026119,-0.17055157,1.8159796,8.74356,34:57.3
2,2.5489278,2.4510221,0.1834757,0.49339527,8.261234,34:58.3
2,2.4447315,2.661626,0.13178506,1.0464059,8.021523,34:59.3
2,3.2981396,2.8557036,-0.39708152,0.45856142,8.340922,35:00.2
2,4.498494,3.0017724,-0.07310752,1.3440754,9.790999,35:01.3
2,4.171156,2.9615228,-0.0565478,2.1026337,9.234168,35:02.3
2,4.230452,2.796568,-0.95978504,1.8842386,8.93382,35:03.3
2,5.3380527,3.0028274,0.40318406,2.5506399,9.904194,35:04.2
2,5.3461065,2.9210439,0.5129283,1.5620507,8.091737,35:05.3
2,5.1088986,3.1116474,0.32614768,0.5895996,7.43592,35:06.2
2,5.6554193,3.7494726,0.80461156,0.81282103,7.8290734,35:07.2
2,5.3387723,2.8084402,0.24474216,1.139229,8.433682,35:08.1
2,6.2468467,3.3552299,0.6017188,1.2093121,9.160125,35:09.1
2,6.102005,3.1884847,0.97327286,0.67079115,8.850157,35:10.1
2,7.360643,4.6161747,1.2898526,0.6817609,9.364145,35:11.1
2,7.062486,4.260594,1.1546683,0.31080708,9.216561,35:12.1
2,6.0605288,3.897843,1.0391903,-1.4369516,8.22947,35:13.2
2,5.9505973,3.3205602,0.6128715,-4.1195517,8.561233,35:14.2
2,5.2296753,2.5176923,-0.8382734,-3.7873135,8.479998,35:15.2
2,4.7514358,2.0699725,-0.7942304,-1.8160827,7.9592643,35:16.2
2,3.9944134,1.7985338,-1.272705,-1.894829,7.665599,35:17.2
2,4.5101576,2.7412033,-0.97032607,-3.7957473,7.4343877,35:18.2
2,5.283785,2.8410919,0.46781752,-2.9940724,7.9338703,35:19.2
2,4.0924597,2.4038334,0.31104994,-3.3718586,6.957835,35:20.2
2,3.763523,1.944955,-0.40143117,-5.170197,5.7511477,35:21.2
2,5.53094,2.690603,0.6641205,-4.430676,7.311178,35:22.2
2,6.6185694,2.4727933,0.84694743,1.9111245,10.099064,35:23.3
2,6.2568507,2.695544,0.35272056,2.8243134,9.592171,35:24.1
2,6.29148,2.8294675,0.33014926,3.9550178,9.533482,35:25.2
2,6.4998374,2.9248977,0.37332305,4.576274,10.858006,35:26.1
2,6.8970475,2.2918205,0.29036292,4.644465,11.306522,35:27.2
2,7.1555,1.810703,-0.888056,3.6913948,10.238284,35:28.1
2,6.0296836,3.0654097,-0.08998675,2.8871303,10.784046,35:29.1
2,5.1005936,3.0852938,-1.2916634,2.5430303,10.448373,35:30.1
2,4.4079947,3.2845173,-1.1709576,2.6588793,9.521625,35:31.1
2,4.7908816,3.2471035,-0.329566,2.5713267,9.003455,35:32.1
2,6.536354,3.5193493,1.1741836,3.01265,8.904419,35:33.1
2,7.7388163,3.7204146,1.7046174,3.1417131,8.726139,35:34.1
2,8.17737,3.4861896,1.3211154,2.6471493,9.038787,35:35.1
2,7.644876,3.5123003,0.99321216,3.7499824,9.023451,35:36.1
2,6.9088836,3.5277708,0.5856016,3.6810431,9.832177,35:37.1
2,6.164291,2.8900268,0.06835685,3.0527008,10.170987,35:38.1
2,5.84117,3.3235705,0.56923884,3.1206026,10.17462,35:39.1
2,5.423547,3.184097,0.26688778,-0.4964139,9.996593,35:40.0
2,5.1617746,3.4646301,0.9673127,-1.4644258,9.582194,35:41.1
2,4.949132,3.5283604,1.5593637,-1.5874104,9.606245,35:42.0
2,5.580632,3.577953,2.3804848,0.5622119,10.440315,35:43.1
2,6.2451096,4.397351,2.4204636,1.4903574,9.881653,35:44.1
2,7.1961617,4.0379286,2.1913722,2.6985993,10.116324,35:45.1
2,7.6640043,3.8572001,1.7695156,2.7849853,10.022322,35:46.1
2,7.914262,3.6356611,1.427704,1.9287012,9.16087,35:47.1
2,7.695543,3.6034486,1.7035973,3.7597847,8.737702,35:48.1
2,6.9047346,3.3360837,1.6514465,3.0535882,8.2189455,35:49.1
2,5.5104394,4.2139244,1.5018362,2.7669368,8.341089,35:50.0
2,5.6006184,5.064235,2.210333,2.306894,8.573096,35:51.0
2,5.28488,5.166749,2.3356397,0.48765117,7.3012204,35:52.1
2,4.5723667,4.9203653,2.5553286,-2.034081,6.699503,35:53.0
2,4.4527645,4.5670424,1.751026,-2.0430212,6.65334,35:54.0
2,4.1909013,3.7841625,1.2731032,0.26288256,6.3259807,35:55.0
2,4.828898,3.407086,1.1495335,0.5548245,6.1643248,35:56.1
2,5.558064,3.473365,1.6772932,0.250623,6.010708,35:57.0
2,5.880931,3.8357983,1.8042651,-0.002212215,5.5696135,35:58.0
2,5.491302,3.658984,1.6636045,-0.52996385,5.6372643,35:59.0
2,5.6415434,3.7983685,1.8263476,-1.7855606,5.96916,36:00.0
2,3.8163044,3.272934,1.5840837,-1.8072386,6.3608155,36:00.9
2,3.0936525,3.080038,0.66944253,-1.913451,6.354941,36:01.9
2,3.988582,3.1723464,0.6728529,-1.3354867,6.9751644,36:03.0
2,4.079911,3.2763078,1.4898014,1.1308953,8.061436,36:04.0
2,4.674308,3.2804725,1.673303,0.70854795,8.093857,36:05.0
2,4.7767115,3.2218728,2.1390953,3.1207337,8.824196,36:06.0
2,4.6629047,3.399801,2.4477835,3.4247105,8.583536,36:06.9
2,3.9997566,3.4915555,2.8574681,3.6320298,8.821156,36:07.9
2,5.16766,3.6955168,2.5489223,4.138347,9.251699,36:08.9
2,5.3535323,4.0241313,2.2785406,4.131076,8.744194,36:10.0
